0.000000e+00,0.000000e+00,2.478044e-04,1.438447e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.879677e-03,1.256464e-03,0.000000e+00,0.000000e+00,0.000000e+00,6.217038e-04,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.952045e-04,0.000000e+00,8.810092e-05,0.000000e+00,0.000000e+00,4.726852e-05,0.000000e+00,1.751918e-04,3.651494e-03,0.000000e+00,0.000000e+00,0.000000e+00
6.988493e-04,0.000000e+00,0.000000e+00,5.328622e-05,0.000000e+00,0.000000e+00,4.059394e-04,1.632877e-03,2.165448e-03,0.000000e+00,9.330198e-04,6.911441e-04,2.228785e-03,2.358804e-04,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.897454e-04,6.212592e-04,5.940182e-06,1.638655e-04,0.000000e+00,7.155593e-05,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,2.114565e-04,2.597515e-03,4.529298e-03,0.000000e+00,0.000000e+00,6.917506e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.977283e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.232122e-04,1.026538e-03,3.974285e-05,6.923547e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.079199e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.204928e-03,0.000000e+00,3.567407e-05,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.807505e-03,4.308052e-03,0.000000e+00,0.000000e+00,4.392918e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.388298e-05,0.000000e+00,9.887824e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.658689e-04,3.474566e-05,4.127925e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.519493e-04,0.000000e+00,0.000000e+00,5.066214e-03,2.266901e-03,0.000000e+00,1.052696e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.242679e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.217472e-03,0.000000e+00,2.016584e-03,0.000000e+00,8.845503e-05,0.000000e+00,0.000000e+00,0.000000e+00,4.884657e-04,0.000000e+00,1.367657e-03,6.153492e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.336542e-05,0.000000e+00,9.974458e-04,0.000000e+00,2.266883e-03,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,6.733178e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.896466e-04,5.855177e-04,2.352142e-03,0.000000e+00,1.471098e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.437619e-04,0.000000e+00,1.006757e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.707580e-04,0.000000e+00,2.570406e-03,0.000000e+00,0.000000e+00,0.000000e+00
3.504964e-05,3.849221e-05,2.275228e-04,2.859818e-03,8.742099e-04,0.000000e+00,1.353635e-05,0.000000e+00,0.000000e+00,0.000000e+00,7.653385e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,7.764876e-05,8.912080e-04,3.341819e-03,1.104200e-03,0.000000e+00,3.706172e-04,0.000000e+00,0.000000e+00,6.712737e-04,1.061437e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.237398e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.350987e-03,0.000000e+00,8.047598e-05,0.000000e+00,4.347652e-04,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.375758e-03,8.130692e-05,2.722530e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,9.552440e-04,1.579871e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.486337e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.809909e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.946336e-04,1.658857e-04,0.000000e+00,0.000000e+00,3.978581e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,4.367893e-06,6.251223e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.948327e-04,4.001431e-04,4.185875e-04,6.941827e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.784459e-03,2.957871e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.774594e-06,0.000000e+00,0.000000e+00,1.937988e-03,0.000000e+00,1.107352e-03,0.000000e+00,1.044302e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
