0.81472,0.7549
0.90579,0.32622
0.12699,0.52198
0.91338,0.64558
0.63236,0.51124
0.09754,0.6621
0.2785,0.23131
0.54688,0.98257
0.95751,0.085919
0.96489,0.41268
0.15761,0.98528
0.97059,0.48526
0.95717,0.61187
0.48538,0.01122
0.80028,0.76855
0.14189,0.74156
0.42176,0.21735
0.91574,0.39732
0.79221,0.26256
0.95949,0.078639
0.65574,0.22012
0.035712,0.48499
0.84913,0.5153
0.93399,0.83901
0.67874,0.41315
0.75774,0.40218
0.74313,0.95269
0.39223,0.3351
0.65548,0.13375
0.17119,0.69544
0.70605,0.92277
0.031833,0.48752
0.27692,0.50569
0.046171,0.0046258
0.097132,0.18847
0.82346,0.77964
0.69483,0.61083
0.3171,0.79246
0.95022,0.8379
0.034446,0.68736
0.43874,0.081434
0.38156,0.80614
0.76552,0.13478
0.7952,0.56991
0.18687,0.57469
0.48976,0.016103
0.44559,0.93483
0.64631,0.61478
0.70936,0.66857
0.75469,0.42177
0.27603,0.70277
0.6797,0.4707
0.6551,0.40889
0.16261,0.98864
0.119,0.48525
0.49836,0.11726
0.95974,0.85809
0.34039,0.34198
0.58527,0.31638
0.22381,0.37753
0.75127,0.86988
0.2551,0.53143
0.50596,0.025156
0.69908,0.24836
0.8909,0.72368
0.95929,0.43238
0.54722,0.26145
0.13862,0.18941
0.14929,0.21448
0.25751,0.49489
0.84072,0.033001
0.25428,0.37262
0.81428,0.35668
0.24352,0.27471
0.92926,0.2644
0.34998,0.74452
0.1966,0.13168
0.25108,0.80308
0.61604,0.3044
0.47329,0.34285
0.35166,0.65934
0.83083,0.038964
0.58526,0.77214
0.54972,0.69008
0.91719,0.92725
0.28584,0.062019
0.7572,0.68747
0.75373,0.72569
0.38045,0.84653
0.56782,0.5538
0.075854,0.8424
0.05395,0.048919
0.5308,0.7588
0.77917,0.676
0.93401,0.87443
0.12991,0.33094
0.56882,0.5185
0.46939,0.45395
0.011902,0.1795
0.33712,0.8474
0.16218,0.046426
0.79428,0.5236
0.31122,0.2327
0.52853,0.90327
0.16565,0.54126
0.60198,0.098685
0.26297,0.85708
0.65408,0.042738
0.68921,0.14204
0.74815,0.2175
0.45054,0.77746
0.083821,0.35761
0.22898,0.025324
0.91334,0.83378
0.15238,0.3632
0.82582,0.78856
0.53834,0.87966
0.99613,0.67651
0.078176,0.54524
0.44268,0.89889
0.10665,0.099493
0.9619,0.090939
0.0046342,0.034239
0.77491,0.32417
0.8173,0.16607
0.86869,0.99808
0.084436,0.41549
0.39978,0.75433
0.25987,0.69331
0.80007,0.77064
0.43141,0.91226
0.91065,0.31068
0.18185,0.20472
0.2638,0.072879
0.14554,0.5872
0.13607,0.54249
0.86929,0.64409
0.5797,0.59801
0.54986,0.45002
0.14495,0.16255
0.85303,0.76492
0.62206,0.9833
0.35095,0.14315
0.51325,0.8277
0.40181,0.88113
0.075967,0.07045
0.23992,0.47787
0.12332,0.73875
0.18391,0.73374
0.23995,0.81625
0.41727,0.53348
0.049654,0.56083
0.90272,0.34653
0.94479,0.55076
0.49086,0.021103
0.48925,0.73677
0.33772,0.83397
0.90005,0.83632
0.36925,0.03312
0.1112,0.91217
0.78025,0.094925
0.38974,0.85091
0.24169,0.5222
0.40391,0.016366
0.096455,0.12918
0.13197,0.59317
0.94205,0.72179
0.95613,0.037025
0.57521,0.17617
0.05978,0.23244
0.23478,0.71501
0.35316,0.77059
0.82119,0.58938
0.015403,0.87294
0.043024,0.45399
0.16899,0.98393
0.64912,0.25996
0.73172,0.69067
0.64775,0.59674
0.45092,0.27933
0.54701,0.27921
0.29632,0.68377
0.74469,0.81128
0.18896,0.076241
0.68678,0.36937
0.18351,0.80624
0.36848,0.95833
0.62562,0.99373
0.78023,0.42557
0.081126,0.43315
0.92939,0.33845
0.77571,0.45467
0.48679,0.76998
0.43586,0.7557
0.44678,0.99239
0.30635,0.20307
0.50851,0.37542
0.51077,0.70867
0.81763,0.1635
0.79483,0.32396
0.64432,0.80901
0.37861,0.21896
0.81158,0.32839
0.53283,0.462
0.35073,0.35233
0.939,0.07354
0.87594,0.50519
0.55016,0.2742
0.62248,0.56764
0.58704,0.027511
0.20774,0.61372
0.30125,0.42361
0.47092,0.6453
0.23049,0.30612
0.84431,0.29078
0.19476,0.43052
0.22592,0.55027
0.17071,0.12246
0.22766,0.13043
0.4357,0.22879
0.3111,0.10692
0.92338,0.093037
0.43021,0.18857
0.18482,0.6835
0.90488,0.54148
0.97975,0.52141
0.43887,0.94182
0.11112,0.6375
0.25806,0.71856
0.40872,0.42444
0.5949,0.24836
0.26221,0.93599
0.60284,0.80213
0.71122,0.76163
0.22175,0.061753
0.11742,0.90665
0.29668,0.65563
0.31878,0.94795
0.42417,0.54524
0.50786,0.30532
0.085516,0.088516
0.26248,0.42153
0.80101,0.36753
0.02922,0.85253
0.92885,0.98392
0.73033,0.053853
0.48861,0.35714
0.57853,0.99907
0.23728,0.41502
0.45885,0.38065
0.96309,0.10458
0.54681,0.58961
0.52114,0.14632
0.23159,0.37658
0.4889,0.93635
0.62406,0.70037
0.67914,0.24293
0.39552,0.74212
0.36744,0.32664
0.98798,0.36996
0.037739,0.49279
0.88517,0.20062
0.91329,0.28757
0.79618,0.29259
0.098712,0.42984
0.26187,0.47811
0.33536,0.93192
0.67973,0.83623
0.13655,0.28998
0.72123,0.95808
0.10676,0.72305
0.65376,0.86481
0.49417,0.52325
0.77905,0.052769
0.71504,0.96002
0.90372,0.67221
0.89092,0.065467
0.33416,0.97914
0.69875,0.29485
0.19781,0.94991
0.030541,0.17342
0.74407,0.0009046
0.50002,0.87846
0.47992,0.85054
0.90472,0.33641
0.60987,0.09833
0.61767,0.62812
0.85944,0.40042
0.80549,0.92805
0.57672,0.88061
0.18292,0.61908
0.23993,0.89394
0.88651,0.20905
0.028674,0.2583
