5.381507e-01,2.590909e-01,5.528868e-01,9.271433e-01,7.052379e-01,1.814320e-01,6.537486e-02,6.972941e-01
9.112420e-01,5.814411e-01,5.233945e-01,7.353547e-02,9.046805e-01,5.253349e-01,1.601334e-01,9.791907e-01
7.663507e-01,2.903502e-01,1.541499e-01,6.497333e-01,8.403965e-02,4.318642e-01,6.356639e-01,5.030455e-01
6.207723e-01,6.004171e-01,6.690126e-01,6.987954e-01,9.018210e-01,5.784331e-01,7.760933e-01,2.664191e-01
8.228032e-02,3.296158e-01,5.459861e-01,7.589835e-01,9.884597e-01,7.584314e-01,4.573758e-01,7.447568e-01
2.204020e-01,3.290129e-01,8.829119e-01,2.727432e-01,5.706272e-01,6.436328e-01,1.619757e-01,4.396898e-01
2.317642e-01,8.057400e-01,2.829531e-01,5.869936e-01,6.491019e-01,5.900620e-01,6.780101e-01,4.832511e-01
9.653422e-01,4.428038e-01,6.206204e-01,5.380485e-03,1.963225e-01,9.910439e-01,5.188396e-02,3.171939e-01
9.296155e-01,9.611992e-01,7.729282e-01,2.009031e-02,5.806705e-01,4.202203e-01,4.266532e-01,2.613314e-02
1.117146e-01,1.434043e-01,7.682784e-01,4.999138e-01,5.104891e-01,8.384177e-02,6.752574e-03,5.205445e-01
2.497827e-01,1.261757e-02,3.023433e-01,8.723636e-01,3.691679e-01,1.020106e-01,7.811244e-01,6.954344e-01
6.649131e-01,2.334966e-01,5.989927e-01,8.021848e-01,1.932750e-01,7.123457e-01,5.880671e-01,5.051419e-01
9.225328e-01,2.576439e-01,6.168473e-01,9.130123e-02,3.309963e-01,1.029414e-01,6.018170e-01,1.694771e-01
9.895023e-03,7.332983e-02,7.187080e-01,2.365013e-02,6.937464e-01,2.402967e-01,8.947001e-01,9.622231e-01
7.525777e-01,4.023800e-01,9.819455e-01,3.495833e-01,6.154063e-01,6.212596e-01,6.717554e-01,2.978674e-02
3.770057e-01,6.603456e-01,5.107158e-01,6.621396e-01,8.612762e-01,1.860449e-01,3.623366e-01,9.907100e-01
8.951270e-01,3.243955e-01,5.570856e-01,6.447529e-01,6.205983e-01,7.093392e-01,7.157946e-01,4.137915e-01
7.316010e-01,5.578003e-01,4.806220e-01,4.160879e-01,7.991009e-01,6.391797e-01,8.716105e-01,4.493351e-02
3.688328e-01,2.593518e-01,6.490234e-01,5.103859e-01,9.946384e-02,4.407321e-02,9.564672e-01,7.377186e-01
5.313497e-01,3.296442e-01,6.065960e-01,8.900223e-01,4.125045e-02,1.426270e-01,5.735080e-01,6.695407e-04
6.157042e-01,8.952380e-01,7.971556e-01,6.432555e-01,5.030483e-01,2.847675e-01,7.673625e-01,2.449252e-01
5.728208e-01,8.118811e-02,2.810942e-01,2.168437e-01,3.883644e-01,9.675387e-02,7.442760e-01,8.179386e-01
1.870180e-01,8.745592e-01,5.979406e-01,8.309106e-01,7.711359e-01,7.898102e-01,4.957003e-02,2.049571e-01
1.795770e-01,2.115887e-01,8.229955e-01,8.295779e-01,5.011545e-01,6.072529e-01,7.377061e-01,6.691446e-01
9.997985e-01,7.806154e-01,7.571077e-01,7.612234e-01,1.367814e-01,2.205533e-02,4.050216e-01,7.112200e-01
7.738342e-01,7.417854e-01,5.180701e-01,6.203965e-01,3.087041e-01,9.503151e-03,7.379763e-02,2.399277e-01
5.059875e-02,4.701437e-01,6.334502e-01,8.010968e-01,6.671174e-01,5.812936e-01,1.584193e-01,5.995812e-01
5.908862e-01,8.211963e-01,6.066248e-01,8.258210e-01,3.435259e-02,8.043582e-01,5.309045e-01,8.434503e-01
1.693729e-01,2.485518e-01,1.981946e-01,4.163471e-01,9.818237e-01,8.475269e-01,6.591612e-01,8.314365e-01
5.234478e-01,7.532157e-01,9.202996e-01,4.431135e-01,6.872987e-01,1.643363e-01,6.479878e-02,3.983689e-03
3.581354e-01,1.824512e-01,4.686542e-01,9.767004e-01,3.682906e-01,1.810746e-01,7.186171e-01,5.074007e-01
6.920828e-01,1.487417e-01,1.519979e-01,5.321113e-01,8.458801e-01,4.355605e-01,3.616965e-01,3.352874e-01
2.832511e-01,3.593311e-01,2.745359e-01,7.679647e-01,1.219389e-01,1.181843e-01,3.088844e-01,5.667015e-02
9.487010e-01,3.196654e-01,6.305141e-01,1.836574e-01,7.369088e-01,5.811438e-01,7.533245e-01,3.776694e-01
9.452250e-01,2.305596e-01,7.545774e-01,2.452705e-01,7.876904e-02,2.638857e-01,8.918239e-01,4.300555e-01
2.744188e-01,2.795178e-01,9.438813e-01,8.134843e-01,7.940890e-01,1.574118e-02,7.792763e-01,5.130076e-01
4.542927e-01,5.257580e-01,1.950988e-01,4.110145e-02,2.866431e-01,6.715427e-01,1.708135e-01,3.538388e-01
5.388149e-01,9.114479e-01,4.370787e-01,7.184130e-01,1.260902e-01,6.984889e-01,7.828403e-01,7.533849e-01
4.521036e-01,3.659573e-01,9.390643e-01,1.305277e-01,1.792422e-03,5.215932e-01,1.551557e-01,5.196369e-01
1.848877e-01,2.897399e-01,3.000451e-01,1.320350e-01,6.564004e-01,7.500130e-01,5.012804e-02,7.353981e-01
1.020861e-01,1.147056e-01,7.480559e-01,1.839154e-01,8.899834e-01,3.874956e-01,7.213744e-01,1.011942e-01
1.554940e-01,9.715271e-01,9.883248e-01,1.598270e-01,8.003524e-01,9.634458e-01,2.135928e-01,7.237835e-01
1.562728e-01,5.181752e-01,2.611505e-01,8.149068e-01,5.632571e-01,5.380172e-02,1.657118e-01,4.745749e-02
8.511819e-01,3.560956e-01,8.804460e-01,9.012723e-01,5.615063e-01,8.950511e-01,4.617275e-01,5.892710e-01
4.681897e-01,4.650362e-01,8.310883e-01,6.767918e-01,1.995659e-01,1.092513e-01,7.394323e-01,2.277743e-02
7.216775e-01,1.091194e-02,5.853878e-01,5.190747e-01,7.277574e-01,4.393372e-01,3.578133e-01,3.732912e-01
2.917094e-01,6.776470e-01,5.454945e-01,8.072090e-01,7.100368e-01,5.681381e-02,5.638887e-01,3.611626e-01
5.258861e-01,8.806990e-01,8.251572e-01,8.288956e-01,7.654517e-01,9.760889e-01,6.608383e-01,5.575525e-01
